"ccn","impute_discharge","impute_drg100","impute_drg101","impute_neuro1","impute_neuro2","total_discharges","drg_100","drg_101","total_beds_min","total_beds_max","cec","num_neuro_afl_1","num_neuro_afl_2","zip","estimation"
"010001",0,0,0,0,0,5548,21,18,375.3,442,0,13,3,36301,764
"010005",0,0,0,0,0,2057,0,14,187.9,218,0,4,5,35957,335
"010006",0,0,0,0,1,4099,22,0,253,384,0,6,4,35630,533
"010007",0,0,0,0,0,321,0,0,40,44,0,1,2,36467,50
"010008",0,0,0,1,1,49,0,0,37,37.3,0,1,1,36049,24
"010011",0,0,0,0,0,2160,0,0,328,376.7,0,5,1,35235,308
"010012",0,0,0,0,0,573,0,0,70,93.3,0,2,1,35968,72
"010016",0,0,0,0,0,1734,0,12,240,303,0,6,3,35007,332
"010018",1,1,1,1,1,38,0,0,6,11.4,0,2,1,35233,11
"010019",0,0,0,1,1,2156,0,0,190,206,0,2,1,35660,204
"010021",0,0,0,0,0,208,0,0,48.3,71,0,2,1,36360,45
"010022",0,0,0,0,1,136,0,0,43,56,0,1,1,35960,32
"010023",0,0,0,0,0,3265,16,28,507.9,733,0,11,3,36116,781
"010024",0,0,0,0,1,2989,14,23,289,299,0,6,4,36106,561
"010029",0,0,0,0,0,3457,11,12,287,363.4,0,11,1,36801,500
"010034",0,0,0,1,1,13,0,0,50,55,0,2,1,36078,36
"010035",0,0,0,0,0,2094,0,0,185,186.3,0,2,4,35058,237
"010036",0,0,0,0,1,920,0,0,59,73,0,1,2,36420,85
"010038",0,0,0,1,1,570,0,0,45,80.1,0,1,1,36201,53
"010039",0,0,0,0,1,13432,35,70,1067,2190,0,31,41,35801,2564
"010040",0,0,0,0,0,3042,0,12,189.3,233.3,0,3,1,35903,306
"010044",0,0,0,1,1,139,0,0,24,27.3,0,1,1,35570,20
"010045",0,0,0,0,0,123,0,0,0,34,0,1,3,35555,35
"010046",0,0,0,0,0,1825,0,22,166.6,198,0,2,1,35901,288
"010047",0,0,0,1,1,11,0,0,0,17,0,1,1,36033,2
"010049",0,0,0,0,0,624,0,0,72,109,0,1,3,36330,98
"010051",0,0,0,1,1,47,0,0,8.1,18.1,0,2,2,35462,27
"010052",0,0,0,1,1,76,0,0,34,35.4,0,1,2,36853,36
"010055",0,0,0,0,1,3318,17,18,232,254,0,8,4,36305,546
"010056",0,0,0,0,0,4158,12,21,476,596,0,12,1,35205,702
"010058",0,0,0,1,1,11,0,0,29,34,0,2,1,35042,24
"010059",0,0,0,0,1,66,0,0,34,39,0,1,2,35650,37
"010061",0,0,0,0,0,496,0,0,73,112.7,0,2,1,35768,73
"010062",0,0,0,0,1,135,0,0,56,68.1,0,1,1,36340,40
"010065",0,0,0,1,1,392,0,0,53,66.1,0,4,5,35010,119
"010069",0,0,0,1,1,118,0,0,47.4,50.1,0,2,1,36027,39
"010073",0,0,0,1,1,245,0,0,37,48.3,0,2,1,36251,38
"010078",0,0,0,0,0,3019,0,16,181.7,241.9,0,5,1,36207,333
"010079",0,0,0,0,0,861,0,0,105.9,127.3,0,1,2,35611,112
"010083",0,0,0,0,1,1397,0,0,144,149.9,0,1,1,36535,140
"010085",0,0,0,0,0,2709,0,11,293,323.9,0,5,1,35601,360
"010086",0,0,0,0,1,262,0,0,52,55.3,0,2,1,35594,47
"010087",0,0,0,0,1,749,17,31,218,283,0,10,1,36617,480
"010089",0,0,0,0,1,1057,0,0,177,187,0,3,1,35502,159
"010090",0,0,0,0,0,2875,0,13,288,314,0,5,2,36608,386
"010091",0,0,0,1,1,34,0,0,47.7,48.3,0,1,1,36451,30
"010092",0,0,0,0,0,8281,36,50,496.9,585,0,10,4,35401,1194
"010095",0,0,0,1,1,18,0,0,25.1,27,0,2,1,36744,21
"010097",0,0,0,1,1,125,0,0,37,37,0,1,1,36092,27
"010099",0,0,0,1,1,302,0,0,50,65.9,0,1,1,36426,43
"010100",0,0,0,1,1,2294,0,11,208,224,0,15,7,36532,429
"010101",0,0,0,1,1,316,0,0,59.9,85,0,1,3,35161,77
"010102",0,0,0,1,1,13,0,0,25,27.9,0,2,1,36726,21
"010103",0,0,0,0,0,2515,17,32,290.7,343,0,3,3,35211,581
"010104",0,0,0,0,0,4722,28,28,387.6,500.9,0,16,4,35243,870
"010108",0,0,0,0,0,618,0,0,82,117.3,0,1,7,36067,157
"010109",0,0,0,1,1,68,0,0,8,18,0,2,1,35447,14
"010110",0,0,0,1,1,113,0,0,64.9,77,0,1,1,36089,44
"010112",0,0,0,0,0,93,0,0,61.6,76,0,1,1,36732,42
"010113",0,0,0,0,0,6008,22,41,552,558.9,0,13,4,36607,1014
"010114",0,0,0,0,0,785,0,0,154,206,0,4,2,35021,159
"010118",0,0,0,0,1,979,12,0,116,136.7,0,2,1,36701,191
"010120",0,0,0,1,1,67,0,0,59,69,0,2,1,36460,45
"010125",0,0,0,1,1,549,0,0,56,61,0,1,1,35565,55
"010126",0,0,0,0,0,237,0,0,46.6,61.7,0,2,1,36081,44
"010128",0,0,0,1,1,100,0,0,24.7,32,0,2,1,36545,25
"010129",0,0,0,0,0,111,0,0,69.4,75,0,1,1,36507,46
"010130",0,0,0,1,1,302,0,0,53,57.7,0,1,1,35125,44
"010131",0,0,0,0,0,2977,0,11,241,245,0,2,5,35801,372
"010138",0,0,0,1,1,42,0,0,31,35,0,1,1,36925,20
"010139",0,0,0,0,0,2026,0,14,321.3,422.4,0,5,2,35209,388
"010144",0,0,0,0,0,1966,0,14,234,378,0,10,1,36608,353
"010148",0,0,0,1,1,505,0,0,16.1,39,0,2,6,36401,104
"010149",0,0,0,0,0,1036,0,0,221,265.3,0,2,2,36117,196
"010150",0,0,0,1,1,83,0,0,38,53,0,1,1,36037,27
"010157",0,0,0,0,0,163,0,0,108,127,0,2,2,35661,92
"010158",0,0,0,0,1,382,0,0,28,54,0,1,1,35653,34
"010164",0,0,0,0,0,373,0,0,103.3,105,0,1,1,35150,76
"010168",0,0,0,0,0,956,0,0,41.1,58,0,1,1,36867,63
"010169",0,0,0,1,1,159,0,0,49.1,55,0,1,1,36502,36
"010173",0,0,0,1,1,12,0,0,43,49,0,2,1,35045,32
"010174",1,1,1,0,0,15,0,0,41,45.9,0,1,1,36784,25
"010175",1,1,1,1,1,134,0,0,33.3,43.3,0,2,1,36854,32
"011300",1,1,1,1,1,417,0,0,28,34,0,2,2,36518,52
"011302",1,1,1,1,1,359,0,0,24.7,38.9,0,2,1,35582,36
"011304",1,1,1,1,1,265,0,0,35,35,0,1,1,36904,31
"011305",1,1,1,1,1,1002,0,0,43,56.4,0,6,3,35121,121
"011306",1,1,1,1,1,46,0,0,23.6,24.3,0,2,1,36278,21
"012006",1,1,1,1,1,46,0,0,21.9,31,0,1,1,36607,16
"012007",1,1,1,1,1,47,0,0,11,30,0,2,2,36106,29
"012008",1,1,1,1,1,240,0,0,38,38,0,1,1,35209,32
"012009",1,1,1,1,1,1026,0,0,23.8,34,0,2,1,35235,60
"012010",1,1,1,1,1,182,0,0,30.3,34.4,0,2,1,36302,31
"012011",1,1,1,1,1,139,0,0,17,25,0,2,1,36202,22
"012012",1,1,1,1,1,504,0,0,11,27,0,1,1,35401,27
"012014",1,1,1,1,1,419,0,0,17,20.5,0,2,1,35611,32
"020001",0,0,0,0,0,3556,15,16,296.9,580,0,21,5,99508,691
"020006",0,0,0,0,1,958,0,0,184,192,0,3,1,99645,159
"020008",0,0,0,0,1,191,0,0,109,161,0,5,1,99801,102
"020012",0,0,0,0,0,553,0,0,94,101,0,7,1,99701,113
"020017",0,0,0,0,0,1931,0,15,205,260,0,5,9,99508,407
"020018",0,0,0,1,1,95,0,0,15.3,17,0,2,2,99559,32
"020024",0,0,0,0,1,449,0,0,93,123.7,0,3,9,99669,195
"020026",0,0,0,0,1,974,0,0,42.8,52.1,0,10,2,99508,129
"021301",1,1,1,1,1,202,0,0,4,17,0,2,1,99686,17
"021302",1,1,1,0,1,169,0,0,6,12.1,0,1,1,99664,10
"021304",1,1,1,1,1,123,0,0,12,12,0,2,1,99833,17
"021306",1,1,1,1,1,161,0,0,13,27,0,1,1,99615,15
"021307",1,1,1,1,1,77,0,0,12.7,13,0,1,2,99574,24
"021311",1,1,1,0,1,48,0,0,11.2,25,0,2,1,99901,16
"021313",1,1,1,0,0,246,0,0,31,60,0,1,2,99603,44
"022001",1,1,1,1,1,268,0,0,30,52.4,0,1,1,99503,31
"030007",0,0,0,0,0,1174,0,0,87,87,0,5,3,86326,146
"030010",0,0,0,0,0,1497,0,13,0,421,0,5,5,85745,247
"030011",0,0,0,0,0,2756,13,17,0,486,0,16,9,85711,522
"030012",0,0,0,0,0,3291,0,12,194,325,0,9,10,86301,483
"030013",0,0,0,0,0,4535,21,11,184,400.9,0,13,5,85364,620
"030014",0,0,0,0,0,2061,0,11,262,396,0,13,5,85020,429
"030016",0,0,0,0,0,1050,0,0,117.4,288.6,0,1,2,85122,144
"030022",0,0,0,0,1,175,0,0,758,790.7,0,9,1,85008,512
"030023",0,0,0,0,0,2757,0,0,234.2,264,0,7,1,86001,284
"030030",0,0,0,0,0,667,0,0,0,240,0,5,3,85015,103
"030036",0,0,0,0,0,5741,19,15,411.9,561.9,0,15,5,85224,813
"030037",0,0,0,0,0,339,0,0,74,94,0,2,1,85006,65
"030038",0,0,0,0,0,3717,15,0,325,440,0,11,10,85251,624
"030043",0,0,0,0,0,1399,0,0,84.3,91,0,2,2,85635,124
"030055",0,0,0,0,0,1565,0,0,182.3,235,0,4,2,86401,206
"030062",0,0,0,0,0,875,0,0,135.9,157,0,13,3,85901,213
"030065",0,0,0,0,0,4375,19,20,737,942.6,0,12,2,85202,931
"030068",0,0,0,1,1,74,0,0,48,49,0,1,2,85546,45
"030069",0,0,0,0,0,2026,0,0,256.9,258,0,5,1,86403,255
"030071",0,0,0,1,1,298,0,0,49.7,24,0,2,1,86504,44
"030073",0,0,0,0,1,295,0,0,13,212.9,0,1,2,86045,56
"030074",0,0,0,1,1,11,0,0,18,29.9,0,1,2,85634,26
"030078",0,0,0,0,1,26,0,0,0,62,0,1,1,85016,8
"030083",0,0,0,1,1,828,0,11,0,181,0,5,2,85032,143
"030084",0,0,0,0,1,128,0,0,0,12,0,2,1,86503,12
"030085",0,0,0,0,0,3063,0,22,190,238.9,0,5,1,85741,369
"030087",0,0,0,0,0,5837,0,15,427,580,0,6,7,85260,681
"030088",0,0,0,0,0,4110,16,15,358,449,0,6,6,85206,654
"030089",0,0,0,0,0,2701,11,0,623,794.4,0,10,5,85306,673
"030092",0,0,0,0,0,2526,0,20,204,320,0,5,6,85027,421
"030093",0,0,0,0,0,4355,0,0,438,557,0,8,4,85375,524
"030094",0,0,0,0,0,3035,0,11,0,351,0,2,1,85308,217
"030101",0,0,0,0,0,1163,0,0,81.4,139,0,1,1,86442,100
"030103",0,0,0,0,0,7441,21,50,342,512,0,55,1,85054,1201
"030105",0,0,0,1,1,1647,0,0,87,206.1,0,1,1,85206,129
"030107",0,0,0,0,1,627,0,0,16.4,23,0,1,1,85206,34
"030108",0,0,0,1,1,715,0,0,22,45,0,2,2,85015,62
"030110",0,0,0,0,0,1563,0,0,0,289.3,0,2,4,85395,139
"030111",0,0,0,0,0,704,0,0,164.6,208,0,25,8,85713,362
"030112",0,0,0,1,1,345,0,0,10,39,0,1,1,85224,22
"030113",0,0,0,1,1,69,0,0,74.7,97,0,2,4,85941,96
"030114",0,0,0,0,0,1807,0,0,60.1,94,0,2,3,85755,141
"030115",0,0,0,0,0,1578,0,0,395.3,555,0,1,1,85037,316
"030117",0,0,0,1,1,312,0,0,58,84,0,1,3,86426,76
"030119",0,0,0,0,0,2860,0,0,226.7,292.9,0,2,6,85297,326
"030121",0,0,0,0,1,918,0,0,201,229,0,2,5,85209,218
"030122",0,0,0,1,1,1262,0,0,150.9,241,0,1,2,85234,163
"030123",0,0,0,0,0,2511,0,0,120,166,0,2,2,85255,192
"030130",0,0,0,1,1,335,0,0,72,171.7,0,8,4,85140,148
"030131",1,0,0,0,0,178,0,0,53.3,64,0,1,1,85008,40
"030134",0,0,0,1,1,126,0,0,17.1,48.4,0,2,1,85120,24
"030136",1,1,1,1,1,635,0,0,72,72,0,1,4,85339,107
"030137",0,0,0,1,1,247,0,0,12.5,49,0,2,1,85614,27
"030138",1,1,1,0,1,35,0,0,30.6,45.4,0,1,2,85338,34
"030139",0,0,0,1,1,14,0,0,158,158,0,6,1,85212,124
"030146",1,1,1,1,1,386,0,0,0,104,0,1,3,85085,53
"030147",1,1,1,0,0,63,0,0,93,102,0,1,2,85286,72
"030148",1,1,1,1,1,95,0,0,19.4,28.6,0,2,1,85629,22
"031300",1,1,1,1,1,38,0,0,19,27,0,2,1,85390,19
"031301",1,1,1,1,1,200,0,0,19.7,27,0,2,1,85602,26
"031302",1,1,1,1,1,254,0,0,18,31,0,2,1,85643,27
"031304",1,1,1,1,1,475,0,0,23.1,148,0,1,2,86040,60
"031311",1,1,1,1,1,72,0,0,23,40,0,1,1,86047,18
"031312",1,1,1,1,1,11,0,0,43,43,0,2,1,85603,32
"031313",1,1,1,1,1,448,0,0,0,40,0,2,2,85621,41
"031314",1,1,1,0,1,1085,0,0,50,50,0,1,1,85501,71
"031315",1,1,1,1,1,46,0,0,21,36,0,1,2,85938,29
"031317",1,1,1,1,1,273,0,0,24,35,0,2,1,85344,31
"031318",1,1,1,0,0,308,0,0,23.1,109.9,0,1,1,85541,36
"031319",1,1,1,1,1,1097,0,0,31.6,75,0,1,1,85546,66
"032000",1,1,1,1,1,220,0,0,13,27,0,2,1,85378,23
"032001",1,1,1,1,1,750,0,0,48,48,0,1,2,85013,70
"032002",1,1,1,1,1,838,0,0,48,51,0,1,1,85704,61
"032004",1,1,1,1,1,302,0,0,34,34,0,2,3,85710,64
"032005",1,1,1,1,1,456,0,0,32,65,0,2,4,85006,86
"032006",1,1,1,1,1,49,0,0,28.7,39,0,1,1,85203,20
"040001",0,0,0,0,0,198,0,0,12,24.1,0,2,1,72761,22
"040002",0,0,0,1,1,246,0,0,31.4,90,0,2,3,72830,67
"040004",0,0,0,0,1,4189,25,15,425,425,0,9,1,72703,695
"040007",0,0,0,0,0,5621,17,36,347.4,433.9,0,13,8,72205,882
"040010",0,0,0,0,0,2368,0,0,212.6,606,0,6,3,72758,320
"040011",0,0,0,1,1,393,0,0,41,41,0,1,3,72833,66
"040014",0,0,0,0,0,3862,0,0,96,275.3,0,5,3,72143,276
"040015",0,0,0,0,0,194,0,0,34,86,0,2,1,71953,39
"040017",0,0,0,1,1,647,0,0,89,89,0,1,1,72601,78
"040018",0,0,0,1,1,35,0,0,7,47,0,1,1,72956,10
"040019",0,0,0,0,1,153,0,0,49.7,72,0,2,1,72335,44
"040020",0,0,0,0,0,5184,11,15,403,461.4,0,9,2,72401,650
"040022",0,0,0,0,0,1968,0,12,64,356.6,0,5,2,72764,244
"040026",0,0,0,0,0,3667,0,17,235,254.9,0,9,3,71903,440
"040027",0,0,0,0,1,3272,0,0,200,222,0,4,3,72653,291
"040029",0,0,0,0,0,2490,0,16,207,211,0,6,2,72034,341
"040036",0,0,0,0,0,3433,0,0,224.3,251,0,5,9,72117,399
"040039",0,0,0,0,0,887,0,0,129,129,0,1,2,72450,124
"040041",0,0,0,0,1,1277,0,0,73.3,145,0,3,2,72801,126
"040047",0,0,0,1,1,242,0,0,12,46,0,2,1,72455,26
"040050",0,0,0,1,1,190,0,0,26.6,98,0,2,4,71701,77
"040051",0,0,0,1,1,557,0,0,95,95,0,1,7,71655,158
"040055",0,0,0,0,0,3817,0,0,230,325.9,0,4,2,72901,326
"040062",0,0,0,0,0,4630,0,0,271.5,727.9,0,6,2,72903,436
"040067",0,0,0,1,1,166,0,0,32,35,0,1,2,71753,39
"040069",0,0,0,1,1,139,0,0,22.4,40,0,1,1,72315,20
"040071",0,0,0,0,1,2484,0,23,259,265,0,3,5,71603,430
"040072",0,0,0,1,1,222,0,0,24,34,0,1,1,72160,24
"040076",0,0,0,1,1,394,0,0,20.6,49.9,0,2,3,72104,63
"040078",0,0,0,0,0,1995,0,0,106.3,163,0,2,1,71901,152
"040084",0,0,0,1,1,1562,0,0,177,177,0,13,3,72015,261
"040085",0,0,0,1,1,215,0,0,18.3,40,0,1,1,72342,21
"040088",0,0,0,1,1,861,0,0,42.3,80.7,0,7,5,71730,150
"040114",0,0,0,0,0,8572,31,28,549.7,793.9,0,23,6,72205,1216
"040118",0,0,0,0,1,4335,21,19,277,277,0,7,5,72405,647
"040119",0,0,0,0,0,2386,0,0,104.7,225,0,2,1,72503,174
"040132",1,1,1,0,0,33,0,0,29,46,0,1,1,71901,20
"040134",0,0,0,1,1,3216,0,0,137,137,0,1,2,72211,218
"040137",0,0,0,0,0,726,0,0,70.9,80,0,9,2,72120,130
"040147",1,0,0,0,0,34,0,0,41.5,48,0,5,2,72118,63
"040152",0,0,0,1,1,269,0,0,12.9,20,0,1,1,72703,18
"040153",0,0,0,1,1,157,0,0,48,50,0,1,1,71801,35
"040154",0,0,0,1,1,1006,0,0,47.3,76.6,0,1,7,72032,150
"040156",0,0,0,1,1,11,0,0,22,22,0,2,2,72301,32
"040161",1,1,1,1,1,215,0,0,25,55,0,2,1,72022,32
"041300",1,1,1,1,1,124,0,0,12,40,0,2,1,72855,21
"041302",1,1,1,0,1,55,0,0,8,25,0,1,1,72834,9
"041303",1,1,1,1,1,343,0,0,15,48,0,1,1,72949,26
"041304",1,1,1,1,1,308,0,0,4,15,0,2,1,72632,21
"041305",1,1,1,1,1,33,0,0,17,97,0,1,1,72958,21
"041306",1,1,1,1,1,61,0,0,10,25,0,2,1,72519,15
"041307",1,1,1,1,1,220,0,0,21.3,35,0,1,1,72396,22
"041308",1,1,1,1,1,338,0,0,25,33,0,2,1,71654,34
"041309",1,1,1,1,1,169,0,0,0,25,0,2,1,72476,15
"041310",1,1,1,1,1,254,0,0,19.7,25,0,2,1,72560,28
"041311",1,1,1,0,0,309,0,0,17,26,0,1,1,71852,23
"041312",1,1,1,1,1,40,0,0,19,19,0,2,1,72543,18
"041313",1,1,1,1,1,40,0,0,25,25,0,1,2,72031,30
"041314",1,1,1,1,1,71,0,0,10,25,0,1,1,72042,10
"041316",1,1,1,1,1,208,0,0,30,30,0,2,1,72370,31
"041317",1,1,1,1,1,103,0,0,25,29,0,2,1,71742,25
"041318",1,1,1,1,1,69,0,0,25,25,0,2,1,72927,23
"041320",1,1,1,1,1,858,0,0,25,25,0,2,1,71822,53
"041321",1,1,1,0,1,153,0,0,30,30,0,1,1,71923,23
"041322",1,1,1,1,1,12,0,0,25,25,0,1,1,72576,15
"041323",1,1,1,0,1,501,0,0,25,50,0,1,3,71635,63
"041324",1,1,1,0,1,261,0,0,27,30,0,1,1,72110,26
"041326",1,1,1,0,1,1292,0,0,20.9,26,0,1,1,71639,62
"041327",1,1,1,1,1,586,0,0,25,30,0,1,1,71671,38
"041328",1,1,1,1,1,81,0,0,10,25,0,2,1,71653,16
"041329",1,1,1,1,1,46,0,0,8.1,63,0,1,1,72616,13
"041330",1,1,1,0,1,1016,0,0,21.4,57.1,0,1,3,72454,82
"041331",1,1,1,0,1,146,0,0,35,35,0,1,2,72736,40
"042004",1,1,1,1,1,212,0,0,26.5,27,0,1,1,71913,24
"042006",1,1,1,1,1,215,0,0,34,34,0,2,1,72901,34
"042008",1,1,1,1,1,2297,21,20,20,25,0,2,4,72903,378
"042009",1,1,1,1,1,254,0,0,24,24,0,2,1,72764,29
"042010",1,1,1,1,1,29,0,0,30,30,0,1,1,72205,19
"042011",1,1,1,1,1,214,0,0,12.1,27,0,2,1,72143,23
"042012",1,1,1,1,1,505,0,0,25,27,0,1,2,72205,48
"042013",1,1,1,1,1,84,0,0,30,44,0,2,1,72401,28
"043301",1,1,1,1,1,193,0,0,16,48,0,2,1,72762,26
"04L115",1,1,1,1,1,613,0,0,66,66,0,3,3,72335,101
"04L120",1,1,1,1,1,11,0,0,31,32,0,2,1,72762,25
"04T027",1,1,1,1,1,170,0,0,23,23,0,1,1,72653,20
"050002",0,0,0,0,0,1080,0,0,95,155,0,1,2,94545,118
"050006",0,0,0,0,0,2278,11,0,181.9,224,0,11,1,95501,328
"050007",0,0,0,0,0,2530,0,11,165.2,259,0,15,8,94010,435
"050008",0,0,0,0,0,464,0,0,94,96.1,0,6,15,94117,290
"050009",0,0,0,0,0,1984,15,18,155,244.3,0,22,4,94558,525
"050013",0,0,0,0,0,1456,0,0,0,161,0,4,1,94574,91
"050014",0,0,0,1,1,715,0,0,36,54,0,8,1,95642,91
"050016",1,1,1,1,1,527,0,0,72,84,0,2,2,93420,84
"050022",0,0,0,0,0,3005,20,14,498,619,0,10,3,92501,703
"050024",0,0,0,0,1,1089,0,0,291,293.9,0,7,3,91950,278
"050025",0,0,0,0,0,6080,11,37,830,1324.3,0,94,2,92103,1591
"050026",0,0,0,0,0,6731,34,59,462.1,594,0,21,7,91942,1254
"050028",0,0,0,1,1,217,0,0,23.6,82,0,2,2,95521,48
"050030",1,0,0,0,0,7084,56,40,172,218,0,12,4,95966,1037
"050036",0,0,0,0,0,2676,17,25,245.3,354.9,0,6,3,93301,550
"050038",0,0,0,0,0,2770,19,19,332,814,0,35,5,95128,826
"050039",0,0,0,0,0,8913,20,26,254.6,325,0,10,4,95926,849
"050040",0,0,0,0,0,298,0,0,139.3,284.4,0,2,1,91342,118
"050042",0,0,0,1,1,971,0,0,85.9,106,0,2,1,96080,96
"050043",0,0,0,0,0,3979,15,16,227.7,297,0,7,6,94609,573
"050045",0,0,0,0,0,1419,0,0,108.6,252.9,0,2,6,92243,209
"050047",0,0,0,0,0,2920,12,13,209.3,304,0,16,7,94109,555
"050054",0,0,0,0,1,257,0,0,107,147,0,1,1,92220,78
"050055",0,0,0,0,1,1174,0,0,97.7,98,0,3,3,94110,141
"050056",0,0,0,0,0,2054,0,0,167.5,421,0,6,1,93534,238
"050057",0,0,0,0,0,6355,25,35,481,518,0,14,4,93291,983
"050058",0,0,0,0,0,1545,0,13,168.6,334,0,4,1,91204,261
"050060",0,0,0,0,0,6110,32,40,584,765.7,0,24,5,93721,1193
"050063",0,0,0,0,0,1544,0,14,302,323,0,6,2,90027,354
"050067",0,0,0,1,1,46,0,0,15.3,40.9,0,1,2,95361,27
"050069",0,0,0,0,0,2944,15,0,272.6,444.3,0,9,7,92868,518
"050070",0,0,0,0,1,108,0,0,53.1,117.7,0,2,2,94080,62
"050071",0,0,0,0,1,260,0,0,216.3,417.9,0,1,3,95051,190
"050072",0,0,0,1,1,105,0,0,174.7,287.6,0,1,1,94596,122
"050073",0,0,0,0,1,303,0,0,121.9,279.9,0,5,3,94589,153
"050075",0,0,0,0,1,873,0,0,199,574.6,0,4,2,94611,228
"050076",0,0,0,1,1,122,0,0,130.4,261.7,0,4,1,94115,115
"050077",0,0,0,0,0,4455,24,44,681.7,803.7,0,14,12,92103,1186
"050078",0,0,0,0,0,618,0,0,66.1,198.7,0,3,6,90732,157
"050082",0,0,0,0,0,2901,16,13,129.1,275,0,8,3,93030,438
"050084",1,0,0,0,1,4238,19,0,399.6,603.1,0,2,30,95204,940
"050089",0,0,0,0,1,191,0,0,228.9,267,0,2,1,92411,155
"050090",0,0,0,0,0,199,0,0,24,84.3,0,1,4,95476,69
"050091",0,0,0,1,1,332,0,0,53.7,72.1,0,1,1,90255,47
"050093",0,0,0,0,0,7630,13,32,283.4,433.1,0,6,4,93710,789
"050096",0,0,0,0,1,308,0,0,13,13,0,2,1,91790,25
"050099",0,0,0,0,0,2518,0,12,183.6,431.9,0,2,6,91786,368
"050100",0,0,0,0,0,4526,15,15,653,899,0,19,4,92123,908
"050101",0,0,0,0,1,1138,0,0,68.7,98.4,0,1,1,94589,88
"050102",0,0,0,1,1,682,0,11,193.9,412.2,0,3,1,92503,234
"050103",0,0,0,0,0,1389,0,16,231.6,461.2,0,4,2,90033,329
"050104",0,0,0,0,0,1698,25,25,253.3,424,0,3,2,90262,545
"050107",0,0,0,0,0,4085,16,27,242.6,283,0,12,7,93454,685
"050110",0,0,0,0,0,319,0,0,60,106,0,1,6,93436,120
"050112",0,0,0,0,0,3573,0,0,288.9,333,0,11,20,90404,626
"050113",0,0,0,0,0,49,0,0,41,58.9,0,3,3,94403,66
"050115",0,0,0,0,0,3303,20,27,284,411,0,12,6,92025,703
"050116",0,0,0,0,0,2620,11,16,220.3,339.6,0,8,2,91325,449
"050118",0,0,0,0,1,693,0,0,0,97,0,2,2,95336,57
"050121",0,0,0,0,0,2412,0,0,115.4,310,0,3,1,93230,196
"050122",0,0,0,1,1,524,0,0,92.9,205,0,3,1,95203,100
"050124",0,0,0,0,0,1324,0,0,116,204,0,5,7,91208,234
"050125",0,0,0,0,1,3881,24,30,236,302,0,8,5,95116,693
"050126",0,0,0,0,0,1426,0,0,286.6,360,0,2,2,91406,254
"050127",0,0,0,0,1,395,0,0,36.1,130,0,4,1,95695,65
"050128",0,0,0,0,0,1742,12,0,259.7,367,0,4,4,92056,369
"050129",0,0,0,0,0,1465,0,0,250.4,318.6,0,4,1,92404,231
"050131",0,0,0,1,1,778,0,0,27.3,54.1,0,2,3,94945,81
"050132",0,0,0,0,0,1448,0,18,102.7,222.1,0,2,2,91776,239
"050133",0,0,0,0,0,4271,14,26,260.6,411.7,0,1,1,95901,555
"050135",0,0,0,0,0,4764,23,27,411.7,488,0,6,5,90028,800
"050136",0,0,0,0,0,558,0,0,28.7,76.2,0,1,2,94954,57
"050137",0,0,0,0,1,52,0,0,223,298,0,1,3,91402,171
"050139",0,0,0,1,1,252,0,0,354,571,0,4,3,90242,292
"050140",0,0,0,0,1,430,0,0,528.1,857,0,13,3,92335,468
"050145",0,0,0,0,0,3919,16,17,287.7,358.7,0,19,4,93940,660
"050146",1,1,1,0,1,1327,0,0,167.8,242.6,0,9,2,91010,219
"050149",0,0,0,0,0,631,13,15,294,368,0,1,1,90015,366
"050150",0,0,0,1,1,1653,0,0,78.1,113.1,0,3,3,95945,152
"050152",0,0,0,0,0,648,0,11,95.1,182,0,4,2,94109,177
"050153",0,0,0,1,1,426,0,0,0,10,0,1,1,95128,17
"050158",0,0,0,1,1,446,0,0,54.7,74,0,4,2,91436,82
"050159",0,0,0,0,0,695,0,0,119.3,201,0,6,1,93003,136
"050167",0,0,0,0,0,645,0,0,179,1101.3,0,5,3,95231,291
"050168",0,0,0,0,0,2877,11,12,245.9,400.1,0,15,5,92835,539
"050169",0,0,0,0,0,2999,11,0,398,511.7,0,15,4,90602,558
"050174",0,0,0,0,0,4043,21,18,215.3,305,0,12,2,95405,593
"050179",0,0,0,0,1,2297,0,0,0,216,0,1,3,95382,140
"050180",0,0,0,0,0,5624,12,34,301,501,0,20,6,94598,840
"050189",0,0,0,1,1,34,0,0,18,30,0,1,1,93930,13
"050191",0,0,0,0,0,1145,0,0,362.3,407,0,4,2,90813,297
"050192",0,0,0,1,1,75,0,0,24.4,49,0,2,1,93654,26
"050194",0,0,0,0,1,574,0,0,15.8,113,0,1,1,95076,43
"050195",0,0,0,0,0,3849,0,31,152.7,421,0,10,1,94538,475
"050197",0,0,0,0,0,1548,0,0,112.9,128,0,4,4,94062,186
"050204",0,0,0,0,0,1272,0,0,129,234,0,3,5,93552,203
"050205",0,0,0,1,1,590,0,0,0,0,0,1,3,91740,49
"050211",0,0,0,0,0,705,0,0,90,90,0,2,1,94501,86
"050222",0,0,0,0,0,3042,0,12,252.3,340.9,0,7,1,91911,372
"050225",0,0,0,1,1,64,0,0,18,50,0,1,1,95969,17
"050226",0,0,0,1,1,1213,0,14,247,290,0,7,2,92801,317
"050228",0,0,0,0,0,1731,14,15,210,285,0,14,12,94110,586
"050230",0,0,0,0,1,979,0,0,42.6,99.1,0,1,1,92843,69
